0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,cluster,url
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117
566,2413,1484,1364,1484,6964,5624,8424,8424,2824,4120,16408,4864,9704,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37
576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139
454,1484,1484,996,1484,1484,4104,1484,1364,2824,4120,1588,2764,1424,1484,1364,1484,1364,1484,1364,1424,1484,1364,1424,1424,1424,1424,1424,1484,1364,7024,4404,1484,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,87
564,12215,12312,4536,2824,4224,1424,2944,7324,2944,1484,2944,6756,8216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,67
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137
567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135
564,13615,16408,6040,2824,2944,1304,2944,2660,2868,1424,1424,1424,1484,1484,1304,1484,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,122
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133
555,12312,1327,2884,1364,8216,1632,1484,11164,1484,4164,1424,1484,1364,1484,2824,1364,1484,1484,2764,5564,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,118
554,13617,2824,5580,6756,4120,1840,1424,16408,14560,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49
14160,4224,4224,1424,1424,1424,2944,2704,1484,1484,1304,4224,4120,8216,4120,8216,4120,2012,2944,2660,1768,2944,4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,116
14154,2944,1304,2944,2704,4120,4120,1632,1424,1424,4120,1768,16408,16408,2296,1484,5864,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42
454,4120,4120,4120,4120,4120,2920,4120,4120,4120,4120,2620,1484,4120,4120,4120,4120,4120,4120,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
556,4120,3919,2944,4164,8216,1572,1484,5580,1408,1424,4224,1424,1484,8216,4120,4120,7000,1484,4120,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
462,8216,2724,2824,16408,6040,1424,1424,16408,11760,5504,1424,1424,1424,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139
557,3813,4120,5728,1424,1424,1484,1364,1424,1484,2764,1484,1364,1484,1364,1484,1364,1424,1424,1484,1364,1484,1364,4120,128,1484,1364,4120,128,2824,1484,1364,1484,4120,1468,1484,1484,4120,0,0,0,0,0,0,0,0,0,0,0,0,5,32
553,6617,1424,1424,2944,1304,1424,1484,1364,5624,5580,1468,4224,1424,2944,4104,11224,2884,1364,1484,1364,1484,1364,4120,3228,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
460,13718,2824,4224,2824,1424,1424,2824,7024,1424,1424,1424,1484,8216,16408,7588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,57
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137
555,8075,5564,16408,4700,1364,2824,1484,1364,1484,1364,2824,1484,5564,2824,1484,1364,1484,1364,1484,1484,5864,1484,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,136
557,13613,1424,1484,1364,1484,1364,1484,1364,2884,4164,1484,1364,2824,2824,1484,1484,1304,1484,1484,1304,1484,1484,1304,1484,4164,1484,1484,1304,1484,1484,1484,2944,1200,2944,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,122
15362,221,8216,4120,12880,11420,1768,1484,2944,4120,8216,2336,1484,5864,4120,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
563,4120,9519,8216,4120,8216,1944,4120,308,4120,7324,6148,1484,4120,6148,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,118
553,13617,2824,4120,4328,7024,1424,1484,1364,4224,1484,1484,4120,2868,2764,1424,7040,5296,876,1484,6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,134
561,13615,16408,6040,2824,1424,1424,5684,4164,1484,4120,1468,1424,1484,5564,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,116
15362,4422,2824,1424,1424,1424,2824,1424,2824,1484,1364,2824,1424,4120,8216,876,4120,308,1484,2944,3324,16408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25
463,8216,16408,12312,4664,4120,14908,2944,1200,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,88
556,2944,5296,2944,1200,1327,1424,1424,1424,1424,1484,1364,1424,1484,1364,1424,5624,1484,1364,2824,1424,1424,1424,1424,1484,2944,1244,1424,4120,2928,1484,1484,2764,1484,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,124
15362,11696,4120,10852,1484,2944,8216,16408,4648,1484,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,58
566,16408,29,16408,7500,16408,16408,5216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21
14155,1484,4120,4120,4120,8216,484,4120,4328,1484,2944,2644,2824,1424,1484,4224,1364,1484,2764,8424,1424,1424,1424,1424,1424,1424,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32
553,5217,1484,6964,1424,2884,1364,1484,4164,1484,1364,1424,4120,2928,1424,1484,1364,1424,1424,1484,1364,1424,1424,1424,1484,1364,1424,1484,1364,1484,1364,1424,1484,1364,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,112
4182,4120,16408,16408,16408,16408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,57
556,4120,8216,6927,5624,9824,2824,1424,1424,4224,16408,10300,1484,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34
555,1484,5580,5199,1424,2824,2824,1484,2824,1364,15424,2944,4104,8424,9824,2824,2824,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,136
14155,2824,2824,1424,2824,1424,1424,7024,2824,16408,11344,4120,3228,1484,1360,1484,1364,1484,2764,2824,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
467,4120,8216,1428,2824,2944,1304,4120,11328,2824,1424,16408,13280,4120,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2
555,4120,4120,4120,4120,4120,135,1424,1424,1424,1424,1484,1484,1304,1424,2944,1304,4224,1484,4120,4120,4120,4120,4120,4120,4120,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,89
555,2944,5296,4120,2944,4007,9676,4372,1484,5564,4224,1484,1364,1484,1484,5504,1484,1484,2944,4120,4120,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
564,12215,7024,2824,4120,4120,232,2824,4120,4120,1632,4120,4120,4120,4536,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,130
569,9676,3963,2824,2944,1304,2944,1304,1484,2764,7024,2824,4120,8216,12936,4224,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25
569,9676,3963,2824,2944,1304,2944,1304,1484,2764,7024,2824,4120,8216,12936,4224,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36
556,1484,1484,7895,2824,2824,1424,1424,1424,1424,1424,1424,1484,1484,1304,1484,1364,1484,1484,1304,1484,1484,1304,1424,1424,1484,5624,2764,1424,1484,2764,1484,1364,1424,2944,1484,5444,1424,0,0,0,0,0,0,0,0,0,0,0,0,5,124
556,1484,1484,7895,2824,2824,1424,1424,1424,1424,1424,1424,1484,1484,1304,1484,1364,1484,1484,1304,1484,1484,1304,1424,1424,1484,5624,2764,1424,1484,2764,1484,1364,1424,2944,1484,5444,1424,0,0,0,0,0,0,0,0,0,0,0,0,5,103
14155,16408,6040,1424,7024,2824,5624,1424,1424,2944,8484,8244,5624,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
14155,16408,6040,1424,7024,2824,5624,1424,1424,2944,8484,8244,5624,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,132
8546,2944,1200,128,1424,1424,1424,1424,1484,1364,12624,5624,2824,1484,1484,1304,1424,2944,6904,2944,1304,4224,1484,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,112
563,4120,9519,1424,1424,4224,2944,2704,4120,1528,2944,1304,2824,1424,1424,1424,5684,2764,2944,2704,4224,8784,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43
564,13615,7024,1484,1364,4224,2824,1484,1484,1304,1424,4224,4120,4120,8216,12312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34
555,13615,2824,4224,5624,2944,6904,1484,4164,1484,1364,1484,6964,4224,1484,1364,1484,1484,1484,11044,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,138
564,9415,8216,4432,4120,4120,3032,7084,12312,5876,12624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
564,9415,8216,4432,4120,4120,3032,7084,12312,5876,12624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,79
555,13615,1484,6964,1484,1364,8484,2764,1424,2824,1484,1364,1484,1364,1424,4284,4164,1484,7024,11164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,89
573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129
566,5580,1057,1424,1424,1424,1484,1364,1424,2944,6800,1528,2944,6904,7024,2824,5580,5728,7024,1484,2764,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
555,12215,16408,1840,1424,1424,1484,1484,1304,1484,1484,1304,1484,4120,4120,4120,4476,1424,1424,1484,4164,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94
8271,16408,16408,16408,16408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36
562,8216,4120,1329,1424,2944,1304,2824,2944,1304,4120,128,1484,1364,1484,1364,4120,4328,4120,2928,1424,2824,2824,1424,1424,1484,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
565,13615,4120,16408,1944,16408,11700,2764,8424,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,103
555,13615,12312,4120,1484,4580,1424,1424,4224,1484,4164,1484,2944,4044,1484,4120,3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,77
556,16408,31,2824,1424,4120,4120,4120,4120,3300,1484,2704,4120,4120,7232,1484,1484,1304,1484,4120,1528,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,132
563,13615,4120,128,8424,7040,2808,4120,12312,2944,320,4120,4120,3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,126
15362,7216,2824,1484,2764,1424,1424,1424,2824,1424,2944,4120,3228,2944,7884,1424,1424,1424,2824,2824,1424,4224,2824,2824,1424,1424,2824,2824,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43
556,9415,4224,1424,1424,1484,2764,1424,1484,1364,1484,4164,1484,2764,1424,1484,1364,1484,1364,14024,14024,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,91
558,3813,9824,2824,1424,1424,2824,1424,2824,1484,1364,1424,1424,1424,1424,1424,1424,1424,1484,1364,1424,1424,1424,2824,1484,4164,1484,4164,1424,1424,1424,1484,4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,138
14146,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,4120,1528,1484,1364,1424,1424,1424,4120,4120,1632,1484,2944,4120,1348,1484,1364,1484,11164,1424,1424,4120,128,1484,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68
554,4120,4120,4025,1424,1484,4164,1424,1424,1424,1424,1424,1424,2824,1484,1364,2824,1484,2764,1484,1364,1484,2764,4224,1484,1364,1424,1484,1364,4120,128,1484,1364,1484,4120,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,79
14160,16408,6040,4120,12312,7500,4120,8216,8216,6084,1424,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,55
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129
555,16408,11231,1424,1484,5564,1424,1424,1424,1484,4120,4120,8216,12312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19
14146,1484,2944,1200,2944,5296,7040,1660,1424,1424,1424,1424,2824,1424,2824,1484,6964,1424,1484,2764,1484,11164,2824,1424,1424,1424,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,94
465,4120,16408,16408,4094,1484,11704,4120,4120,4120,4120,2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82
564,4120,4120,2944,1103,4120,7128,2944,4104,2824,1484,2764,2944,1484,6844,2944,8304,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
456,13714,1424,1484,1364,1484,4164,8424,1484,1484,1304,2824,1424,1424,7024,1484,4164,8216,3032,4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,95
454,4120,12420,7024,1424,2824,1484,5564,1484,1484,2704,4404,1484,8500,1108,1484,1484,4120,4120,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,77
15362,16408,7632,1424,16408,16408,16408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17
561,8216,5425,16408,6040,1424,1424,2824,2824,1484,1364,4120,2928,1484,4120,128,1484,1484,2944,2944,2944,2944,764,1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,126
4173,16408,4120,8216,4120,4120,12312,12312,8216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,78
455,8216,4124,1484,1364,1484,4120,2868,8216,7232,1424,9616,4120,1736,7024,1484,7324,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
571,6613,2944,4104,15320,5728,1424,1424,2824,5624,5864,4120,4088,2944,1484,4120,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54
463,8216,16408,8476,4120,4688,4120,16408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,68
456,15116,4284,12564,1424,1484,1364,1484,1364,1424,4120,12312,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,128
569,8075,5564,4224,4224,8424,5624,1424,2824,1484,4120,308,2944,5296,6432,4120,1484,308,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
556,13615,1484,2764,1484,2944,2644,2824,5624,1484,1364,2824,2824,1424,2824,1424,4404,8244,5684,1364,1424,1484,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50
564,12312,1327,16408,440,1424,1424,1424,1424,1424,1424,1484,2944,4120,4148,2824,1484,2764,1424,1484,1364,1424,1424,1424,1424,1424,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19
4039,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
456,3810,4120,1484,1484,1200,1484,1484,4120,1200,16408,4120,1484,4120,4120,3512,2944,4120,3228,1484,1484,1484,1484,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
7579,6599,8216,14232,4120,8216,1736,4120,128,1424,1424,2824,1424,2824,11224,2944,5296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,96
465,2944,4120,4120,9392,282,2944,5296,7040,2660,2660,308,2944,16408,2620,2944,1484,2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,95
554,4120,4120,4120,1329,4120,2928,2884,1364,4120,128,2824,2824,1424,1484,2764,1424,1424,1424,1484,4120,2868,2824,1484,2824,1364,1484,4120,68,1484,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38
555,2415,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,2824,1424,1424,1424,1424,1424,1424,1424,1424,1424,1484,1364,1424,1424,4120,3228,1484,4404,1484,1484,1484,1484,1484,1484,1484,1484,4404,1484,1484,1484,0,0,0,0,0,0,5,17
4038,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,4120,2944,1200,2944,1200,1484,2660,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
462,8216,16408,16249,5864,4120,16408,5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,78
462,8216,16408,16249,5864,4120,16408,5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,127
459,8116,1424,1424,1484,16408,11580,1484,8216,7892,1484,1484,1484,1484,4404,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54
459,8116,1424,1424,1484,16408,11580,1484,8216,7892,1484,1484,1484,1484,4404,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,114
463,16408,16408,8051,4120,8216,12312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,128
463,16408,16408,8051,4120,8216,12312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,97
554,4120,4120,4120,4120,2833,1484,1364,1424,4120,4120,4120,3196,1484,12880,5248,1424,1424,1424,1424,1424,1424,1424,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
554,4120,4120,4120,4120,2833,1484,1364,1424,4120,4120,4120,3196,1484,12880,5248,1424,1424,1424,1424,1424,1424,1424,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
462,12312,16408,12288,2944,4120,4120,16408,4648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,90
462,12312,16408,12288,2944,4120,4120,16408,4648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,69
553,4120,4120,4120,1329,4120,4328,1484,1484,1484,2704,1364,2824,1484,4120,1528,4120,2868,1484,1364,1484,1364,1484,1364,1424,1484,1364,1484,4120,4120,1572,1484,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96
553,4120,4120,4120,1329,4120,4328,1484,1484,1484,2704,1364,2824,1484,4120,1528,4120,2868,1484,1364,1484,1364,1484,1364,1424,1484,1364,1484,4120,4120,1572,1484,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29
566,8216,5421,13772,4476,4224,4224,1424,2824,2944,5504,2824,2824,1424,1424,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38
566,8216,5421,13772,4476,4224,4224,1424,2824,2944,5504,2824,2824,1424,1424,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,48
4164,16408,16408,16408,16408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,81
4164,16408,16408,16408,16408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,84
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127
578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
555,9415,1484,1484,1304,12624,1424,1424,1484,1364,1484,1364,5624,2824,1424,16408,3240,5624,1424,1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
